name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status,lat,lng
Cocoa Cruiser,Steel,Sit Down,,,,0.0,Zamperla,Hersheypark,status.operating,40.2887809,-76.65474689999999
Laff Trakk,Steel,Spinning,65.0,,427.0,0.0,Maurer,Hersheypark,status.operating,40.2887809,-76.65474689999999
Candymonium,Steel,Sit Down,122.0,64.0,1413.0,0.0,B&M,Hersheypark,status.construction,40.2887809,-76.65474689999999
King,Steel,Sit Down,90.0,28.0,720.0,0.0,Soquet,Foire,status.operating,49.39400200000001,1.056046
Crazy Mouse,Steel,Sit Down,50.0,13.0,420.0,0.0,Reverchon,Foire,status.operating,49.39400200000001,1.056046
Fireball,Steel,Sit Down,,,,1.0,"Larson International, Inc",Foire,status.operating,49.39400200000001,1.056046
Olympia looping,Steel,Sit Down,80.0,38.0,1250.0,5.0,Schwarzkopf,Foire,status.operating,49.39400200000001,1.056046
Looping,Steel,Sit Down,,,,1.0,Soquet,Foire,status.unknown,49.39400200000001,1.056046
Kamikaze,Steel,Sit Down,,,,3.0,Schwarzkopf,Foire,status.operating,49.39400200000001,1.056046
Free Fall,Steel,Sit Down,100.0,27.0,50.0,0.0,Preston & Barbieri,Foire,status.operating,49.39400200000001,1.056046
Tsunami,Steel,Inverted,,20.0,350.0,3.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Tokaido Express 2,Steel,Sit Down,40.0,6.0,180.0,0.0,Mack,Foire,status.operating,49.39400200000001,1.056046
Pomme (la),Steel,Sit Down,,3.0,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Eurostar,Steel,Inverted,80.0,30.0,800.0,4.0,Intamin,Foire,status.relocated,49.39400200000001,1.056046
Cyberspace,Steel,Spinning,,,,0.0,Maurer,Foire,status.closed.definitely,49.39400200000001,1.056046
Infernal Toboggan,Steel,Sit Down,,11.0,335.0,0.0,S.D.C.,Foire,status.operating,49.39400200000001,1.056046
Super Railway,Steel,Sit Down,,,,0.0,Schwarzkopf,Foire,status.operating,49.39400200000001,1.056046
Cool & Fresh,Steel,Sit Down,,,,1.0,SBF,Foire,status.operating,49.39400200000001,1.056046
Le Cinquième Elément,Steel,Sit Down,,,125.0,0.0,Diamond Rides,Foire,status.operating,49.39400200000001,1.056046
Jet Star,Steel,Sit Down,,20.0,540.0,0.0,Schwarzkopf,Foire,status.operating,49.39400200000001,1.056046
Mouse Coaster,Steel,Sit Down,50.0,18.0,450.0,0.0,na,Foire,status.operating,49.39400200000001,1.056046
1001 Pattes (Perc),Steel,Sit Down,26.0,3.0,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Achterbahn,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Ala delta,Steel,Suspended,43.0,16.0,370.0,0.0,Reverchon,Foire,status.operating,49.39400200000001,1.056046
Alpina Bahn,Steel,Sit Down,80.0,27.0,910.0,0.0,Schwarzkopf,Foire,status.operating,49.39400200000001,1.056046
Avalanche,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Baby Pomme,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Bugs & Bees,Steel,Sit Down,,,138.0,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Chattanooga Choo Choo,Steel,Sit Down,,,,0.0,Mack,Foire,status.operating,49.39400200000001,1.056046
Crazy Coaster,Steel,Sit Down,47.0,,,0.0,Reverchon,Foire,status.operating,49.39400200000001,1.056046
Crazy Coaster,Steel,Sit Down,,,420.0,0.0,Zamperla,Foire,status.operating,49.39400200000001,1.056046
Dragon (le),Steel,Sit Down,45.0,10.0,250.0,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Miami,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Coolie,Steel,Sit Down,26.0,3.0,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Zading,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Miami Bike,Steel,Sit Down,,2.0,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Doppel Looping,Steel,Sit Down,84.0,28.0,671.0,2.0,Schwarzkopf,Foire,status.operating,49.39400200000001,1.056046
Roler Coaster (le),Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
R2000,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Magic Pomme,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.unknown,49.39400200000001,1.056046
Roller Coaster,Steel,Sit Down,,,,0.0,S.D.C.,Foire,status.unknown,49.39400200000001,1.056046
Elliott,Steel,Sit Down,,,,0.0,na,Foire,status.unknown,49.39400200000001,1.056046
Big Apple,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Le Cobra,Steel,Sit Down,,,,0.0,na,Foire,status.unknown,49.39400200000001,1.056046
Grand Huit,Steel,Sit Down,50.0,11.0,335.0,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Big Roller Coaster,Steel,Sit Down,,14.0,460.0,0.0,Mondial ,Foire,status.operating,49.39400200000001,1.056046
Magic Mountain,Steel,Sit Down,68.0,19.0,540.0,1.0,Top Fun,Foire,status.operating,49.39400200000001,1.056046
Hollenblitz,Steel,Spinning,50.0,18.0,760.0,0.0,EOS rides,Foire,status.operating,49.39400200000001,1.056046
Wilde Maus,Steel,Sit Down,45.0,14.0,370.0,0.0,Maurer,Foire,status.unknown,49.39400200000001,1.056046
Spinning Racer,Steel,Spinning,60.0,16.0,424.0,0.0,Maurer,Foire,status.operating,49.39400200000001,1.056046
Gold Mine,Steel,Sit Down,,,,0.0,Diamond Rides,Foire,status.operating,49.39400200000001,1.056046
Train de Mine,Steel,Sit Down,22.0,5.0,165.0,0.0,S.D.C.,Foire,status.unknown,49.39400200000001,1.056046
Cobra,Steel,Sit Down,,,,0.0,Wisdom Rides ,Foire,status.operating,49.39400200000001,1.056046
Toboggan,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Dragon,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Alligator Alley,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Apple Ride,Steel,Sit Down,,,,0.0,na,Foire,status.unknown,49.39400200000001,1.056046
Backdraft,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Berg und Tal,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Big Apple (Naisse),Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Big Apple (Champetier),Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Black Hole,Steel,Sit Down,,,,0.0,Zierer,Foire,status.operating,49.39400200000001,1.056046
Bruco Mela,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Chicago Loop,Steel,Sit Down,,,,0.0,"Larson International, Inc",Foire,status.operating,49.39400200000001,1.056046
China Dragon ,Steel,Sit Down,,,,0.0,Wisdom Rides ,Foire,status.operating,49.39400200000001,1.056046
Circus Clown,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Cobra,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Cobra,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Crazy Clown,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Crazy Coaster,Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating,49.39400200000001,1.056046
Crazy Mouse,Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating,49.39400200000001,1.056046
Crazy Mouse,Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating,49.39400200000001,1.056046
Crazy Mouse,Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating,49.39400200000001,1.056046
Crazy Mouse,Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating,49.39400200000001,1.056046
Crazy Mouse (Degousse),Steel,Sit Down,,,,0.0,Reverchon,Foire,status.operating,49.39400200000001,1.056046
Crazy Train,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Cyber Space,Steel,Sit Down,,,,0.0,na,Foire,status.unknown,49.39400200000001,1.056046
Die Wilden 50er,Steel,Sit Down,,,,0.0,Schwarzkopf,Foire,status.operating,49.39400200000001,1.056046
Dragon (Coppier),Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Dragon,Steel,Sit Down,,,,0.0,Zamperla,Foire,status.operating,49.39400200000001,1.056046
Dragon,Steel,Sit Down,,,,0.0,Zamperla,Foire,status.operating,49.39400200000001,1.056046
Dragon,Steel,Sit Down,,,,0.0,Zamperla,Foire,status.operating,49.39400200000001,1.056046
Extrem,Steel,Spinning,,,,0.0,Maurer,Foire,status.closed.definitely,49.39400200000001,1.056046
Extreme,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Family Star,Steel,Spinning,,,,0.0,Fabbri,Foire,status.operating,49.39400200000001,1.056046
Feuer und Eis,Steel,Sit Down,,,,0.0,Mack,Foire,status.operating,49.39400200000001,1.056046
Formula 1,Steel,Spinning,,,,0.0,Fabbri,Foire,status.operating,49.39400200000001,1.056046
Fun4All,Steel,Spinning,,,,0.0,DAL,Foire,status.operating,49.39400200000001,1.056046
Funny Mouse,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Gold Express,Steel,Sit Down,,,,0.0,S&MC,Foire,status.operating,49.39400200000001,1.056046
Goulis,Steel,Sit Down,,,,0.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Grand Prix,Steel,Sit Down,,,,0.0,Zierer,Foire,status.operating,49.39400200000001,1.056046
High Explosive,Steel,Sit Down,,,,0.0,Zierer,Foire,status.operating,49.39400200000001,1.056046
Indiana Jones (Lespinasse),Steel,Sit Down,,,,0.0,Diamond Rides,Foire,status.operating,49.39400200000001,1.056046
Jamming,Steel,Spinning,,,,0.0,Barbisan,Foire,status.operating,49.39400200000001,1.056046
Jet,Steel,Sit Down,,,,0.0,Schwarzkopf,Foire,status.operating,49.39400200000001,1.056046
Jungle,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Katz & Maus,Steel,Spinning,,15.0,370.0,0.0,Maurer,Foire,status.operating,49.39400200000001,1.056046
Bruco Mela,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Test Strecke ,Steel,Sit Down,80.0,28.0,670.0,2.0,Schwarzkopf,Foire,status.operating,49.39400200000001,1.056046
Euro Coaster,Steel,Suspended,43.0,16.0,370.0,0.0,Reverchon,Foire,status.operating,49.39400200000001,1.056046
Bat Coaster,Steel,Inverted,70.0,20.0,400.0,2.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Speedy Gonzales,Steel,Sit Down,,,,0.0,S.D.C.,Foire,status.operating,49.39400200000001,1.056046
XenoX,Steel,Sit Down,,13.0,,1.0,Pinfari,Foire,status.operating,49.39400200000001,1.056046
Tokio express,Steel,Sit Down,,,,0.0,Soquet,Foire,status.operating,49.39400200000001,1.056046
La Pomme (Pouget),Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Scenic Railway,Steel,Sit Down,,,,0.0,na,Foire,status.unknown,49.39400200000001,1.056046
Pôle Expresse,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Wild mouse,Steel,Sit Down,,,,0.0,Cedeal ride,Foire,status.operating,49.39400200000001,1.056046
Wilde Maus XXL (Eberhard),Steel,Sit Down,60.0,,600.0,0.0,Mack,Foire,status.operating,49.39400200000001,1.056046
Big Squale,Steel,Sit Down,30.0,3.0,100.0,0.0,Zamperla,Foire,status.operating,49.39400200000001,1.056046
Tokito,Steel,Sit Down,,,,,na,Foire,status.operating,49.39400200000001,1.056046
Roller Coaster (Kiener),na,Sit Down,,,,,Abc rides,Foire,status.operating,49.39400200000001,1.056046
Taxi Driver,na,Sit Down,,,,,Abc rides,Foire,status.operating,49.39400200000001,1.056046
Willy der Wurm (Bauemeister),na,Sit Down,,,,,Abc rides,Foire,status.operating,49.39400200000001,1.056046
Wilde Maus (Kinzler),na,Sit Down,,,,,Abc rides,Foire,status.operating,49.39400200000001,1.056046
Ice Mountain,na,Spinning,,,,,Reverchon,Foire,status.operating,49.39400200000001,1.056046
Racing Coaster (Manning),na,Sit Down,,,,,na,Foire,status.operating,49.39400200000001,1.056046
Spinning Coaster (Buwalda),na,Spinning,,,,,na,Foire,status.operating,49.39400200000001,1.056046
Spinning Coaster XXL (Buwalda),na,Spinning,,,,,na,Foire,status.operating,49.39400200000001,1.056046
Dragon Wagon,na,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Coco Beach,na,Sit Down,0.0,0.0,0.0,0.0,S.D.C.,Foire,status.announced,49.39400200000001,1.056046
Noël (Clesse),na,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Crazy Coaster,Steel,Sit Down,,,,0.0,na,Foire,status.operating,49.39400200000001,1.056046
Le Train de la Mine,Steel,Sit Down,36.0,7.0,,0.0,Soquet,Cigoland,status.operating,48.2574852,7.419828199999999
Big Dipper,Steel,Sit Down,,,,0.0,National Amusement Devices,Camden Park,status.operating,53.3366006,-6.267056699999999
Jumbo Jet,Steel,Sit Down,63.0,17.0,791.0,0.0,Schwarzkopf,Amigoland,status.operating,43.5248223,4.1509814
Revenge of the Mummy,Steel,Sit Down,65.0,14.0,670.0,0.0,Premier Rides,Universal Studios Florida,status.operating,28.4754235,-81.467672
Woody Woodpecker's Nusthouse Coaster,Steel,Sit Down,35.0,9.0,207.0,0.0,Vekoma,Universal Studios Florida,status.operating,28.4754235,-81.467672
"Hollywood Rip, Ride, Rockit",Steel,Sit Down,105.0,51.0,,0.0,Maurer,Universal Studios Florida,status.operating,28.4754235,-81.467672
Harry Potter and the Escape from Gringotts,Steel,Sit Down,,,,0.0,Intamin,Universal Studios Florida,status.operating,28.4754235,-81.467672
Raging Spirits,Steel,Sit Down,60.0,16.0,600.0,1.0,Intamin,Tokyo DisneySea,status.operating,35.6267108,139.8850779
Flounder's Flying Fish Coaster,Steel,Sit Down,32.0,,240.0,0.0,Togo,Tokyo DisneySea,status.operating,35.6267108,139.8850779
Les Souris Mécaniques,Steel,Spinning,,6.0,,0.0,Reverchon,Jardin d'Acclimatation,status.operating,48.8777822,2.2697649
Dragon,Steel,Sit Down,,5.0,200.0,0.0,Soquet,Jardin d'Acclimatation,status.closed.temporarily,48.8777822,2.2697649
La Machine à Vapeur,Steel,Sit Down,40.0,,,0.0,Soquet,Jardin d'Acclimatation,status.closed.temporarily,48.8777822,2.2697649
Chenille,Steel,Sit Down,,,,0.0,Soquet,Jardin d'Acclimatation,status.closed.definitely,48.8777822,2.2697649
Speed Rockets,na,Sit Down,,11.0,400.0,0.0,Gerstlauer,Jardin d'Acclimatation,status.operating,48.8777822,2.2697649
Batwing,Steel,Flying,81.0,35.0,1018.0,5.0,Vekoma,Six Flags America,status.operating,38.9061115,-76.7725825
Great Chase,Steel,Sit Down,,3.0,85.0,0.0,Zamperla,Six Flags America,status.operating,38.9061115,-76.7725825
Joker's Jinx,Steel,Sit Down,96.0,24.0,824.0,4.0,Premier Rides,Six Flags America,status.operating,38.9061115,-76.7725825
Mind Eraser,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Six Flags America,status.operating,38.9061115,-76.7725825
Roar,Steel,Sit Down,81.0,27.0,975.0,0.0,GCI,Six Flags America,status.operating,38.9061115,-76.7725825
Superman - Ride Of Steel,Steel,Sit Down,117.0,60.0,1630.0,0.0,Intamin,Six Flags America,status.operating,38.9061115,-76.7725825
Two-Face: The Flip Side,Steel,Inverted,81.0,49.0,309.0,3.0,Vekoma,Six Flags America,status.relocated,38.9061115,-76.7725825
Wild One,Steel,Sit Down,85.0,30.0,1219.0,0.0,John Miller,Six Flags America,status.operating,38.9061115,-76.7725825
Apocalypse,Steel,Stand Up,89.0,31.0,884.0,2.0,B&M,Six Flags America,status.closed.definitely,38.9061115,-76.7725825
Ragin' Cajun,na,Sit Down,,13.0,420.0,0.0,Zamperla,Six Flags America,status.operating,38.9061115,-76.7725825
Firebird,Steel,Floorless,89.0,31.0,884.0,2.0,B&M,Six Flags America,status.operating,38.9061115,-76.7725825
Hoosier Hurricane,Wooden,Sit Down,82.0,24.0,881.0,0.0,CCI,Indiana Beach,status.operating,40.7913758,-86.7713029
Steel Hawg,Steel,Sit Down,65.0,29.0,,3.0,S&S,Indiana Beach,status.operating,40.7913758,-86.7713029
Cornball Express,Wooden,Sit Down,72.0,17.0,640.0,0.0,CCI,Indiana Beach,status.operating,40.7913758,-86.7713029
Lost Coaster of Superstition Mountain,Wooden,Sit Down,32.0,11.0,427.0,0.0,CCI,Indiana Beach,status.operating,40.7913758,-86.7713029
Dragon Wagon,na,Sit Down,,,,,Wisdom Rides ,Indiana Beach,status.operating,40.7913758,-86.7713029
Tig'rr Coaster,na,Sit Down,50.0,14.0,538.0,,Schwarzkopf,Indiana Beach,status.operating,40.7913758,-86.7713029
Desperado,Steel,Sit Down,129.0,64.0,1781.0,0.0,Arrow,Buffalo Bill's Resort & Casino,status.operating,35.6147469,-115.3847402
Speed the ride,Steel,Sit Down,112.0,68.0,416.0,1.0,Premier Rides,Nascar Café,status.closed.definitely,41.5889239,-8.4441639
Speed,Steel,Sit Down,113.0,68.0,416.0,1.0,Premier Rides,Nascar Café,status.closed.definitely,41.5889239,-8.4441639
Big Apple Coaster,Steel,Sit Down,108.0,62.0,1456.0,2.0,Togo,"New York, New York Hotel & Casino",status.operating,36.102132,-115.1744225
Achterbahn,Steel,Sit Down,50.0,15.0,560.0,0.0,Schwarzkopf,Skyline Park,status.operating,53.36054900000001,-6.250365700000001
Sky Wheel,Steel,Sit Down,105.0,46.0,150.0,2.0,Maurer,Skyline Park,status.operating,53.36054900000001,-6.250365700000001
Sky Rider,Steel,Suspended,,,,0.0,Caripro,Skyline Park,status.operating,53.36054900000001,-6.250365700000001
Sky Spin,Steel,Spinning,,,,0.0,Maurer,Skyline Park,status.operating,53.36054900000001,-6.250365700000001
Kids Spin,Steel,Spinning,,,,0.0,SBF,Skyline Park,status.operating,53.36054900000001,-6.250365700000001
Sky Dragster,Steel,Motorbike,,,400.0,0.0,Maurer,Skyline Park,status.operating,53.36054900000001,-6.250365700000001
Silberpfeil,na,Sit Down,,,,1.0,Schwarzkopf,Skyline Park,status.closed.definitely,53.36054900000001,-6.250365700000001
Rockin' Roller ,Steel,Sit Down,16.0,6.0,105.0,0.0,Bradley & Kaye,Six Flags St Louis,status.closed.definitely,38.5129856,-90.6750181
Batman The Ride,Steel,Inverted,81.0,32.0,821.0,5.0,B&M,Six Flags St Louis,status.operating,38.5129856,-90.6750181
The Boss,Wooden,Sit Down,106.0,46.0,1540.0,0.0,CCI,Six Flags St Louis,status.operating,38.5129856,-90.6750181
Mr. Freeze Reverse Blast,Steel,Sit Down,113.0,66.0,396.0,1.0,Premier Rides,Six Flags St Louis,status.operating,38.5129856,-90.6750181
Ninja,Steel,Sit Down,88.0,33.0,741.0,4.0,Vekoma,Six Flags St Louis,status.operating,38.5129856,-90.6750181
River King Mine Train,Steel,Sit Down,60.0,13.0,762.0,0.0,Arrow,Six Flags St Louis,status.operating,38.5129856,-90.6750181
Screamin' Eagle,Wooden,Sit Down,100.0,34.0,1180.0,0.0,Philadelphia Toboggan Coaster,Six Flags St Louis,status.operating,38.5129856,-90.6750181
Pandemonium,Steel,Spinning,50.0,16.0,412.0,0.0,Gerstlauer,Six Flags St Louis,status.operating,38.5129856,-90.6750181
Big Bend,Steel,Sit Down,84.0,25.0,877.0,0.0,Schwarzkopf,Six Flags St Louis,status.closed.definitely,38.5129856,-90.6750181
Boomerang,Steel,Sit Down,75.0,36.0,267.0,3.0,Vekoma,Six Flags St Louis,status.operating,38.5129856,-90.6750181
American Thunder,Wooden,Sit Down,77.0,25.0,827.0,0.0,GCI,Six Flags St Louis,status.operating,38.5129856,-90.6750181
Alpengeist,Steel,Inverted,108.0,60.0,,6.0,B&M,Busch Gardens Williamsburg,status.operating,37.236405,-76.64589749999999
Apollo's Chariot,Steel,Sit Down,118.0,52.0,1488.0,0.0,B&M,Busch Gardens Williamsburg,status.operating,37.236405,-76.64589749999999
Loch Ness Monster,Steel,Sit Down,96.0,39.0,987.0,2.0,Arrow,Busch Gardens Williamsburg,status.operating,37.236405,-76.64589749999999
Big Bad Wolf,Steel,Suspended,77.0,31.0,853.0,0.0,Arrow,Busch Gardens Williamsburg,status.closed.definitely,37.236405,-76.64589749999999
Griffon,Steel,Floorless,120.0,62.0,950.0,2.0,B&M,Busch Gardens Williamsburg,status.operating,37.236405,-76.64589749999999
Drachen Fire,Steel,Sit Down,97.0,46.0,1082.0,5.0,Arrow,Busch Gardens Williamsburg,status.closed.definitely,37.236405,-76.64589749999999
Grover's Alpine Express,Steel,Sit Down,,7.0,183.0,0.0,Zierer,Busch Gardens Williamsburg,status.operating,37.236405,-76.64589749999999
Verbolten,Steel,Sit Down,85.0,,864.0,0.0,Zierer,Busch Gardens Williamsburg,status.operating,37.236405,-76.64589749999999
InvadR,Hybrid,Sit Down,77.0,23.0,,0.0,GCI,Busch Gardens Williamsburg,status.operating,37.236405,-76.64589749999999
Tempesto,Steel,Sit Down,100.0,46.0,263.0,1.0,Premier Rides,Busch Gardens Williamsburg,status.operating,37.236405,-76.64589749999999
Pantheon,Steel,Sit Down,117.0,54.0,,2.0,Intamin,Busch Gardens Williamsburg,status.announced,37.236405,-76.64589749999999
Zach's Zoomer,Wooden,Sit Down,,14.0,460.0,0.0,CCI,Michigan's Adventure,status.operating,43.3416799,-86.2704809
Shivering Timbers,Steel,Sit Down,92.0,37.0,1641.0,0.0,CCI,Michigan's Adventure,status.operating,43.3416799,-86.2704809
Big Dipper,Steel,Sit Down,,5.0,,0.0,Chance Rides,Michigan's Adventure,status.operating,43.3416799,-86.2704809
Corkscrew,Steel,Sit Down,72.0,21.0,381.0,2.0,Arrow,Michigan's Adventure,status.operating,43.3416799,-86.2704809
Mad Mouse,Steel,Sit Down,,21.0,387.0,0.0,Arrow,Michigan's Adventure,status.operating,43.3416799,-86.2704809
Wolverine Wildcat,Wooden,Sit Down,89.0,26.0,914.0,0.0,Dinn Corp.,Michigan's Adventure,status.operating,43.3416799,-86.2704809
Thunderhawk,Steel,Inverted,80.0,33.0,689.0,5.0,Vekoma,Michigan's Adventure,status.operating,43.3416799,-86.2704809
Alpine Bobsled,Steel,Bobsleigh,60.0,20.0,452.0,0.0,Intamin,Great Escape,status.operating,53.3512165,-6.250814
Comet,Wooden,Sit Down,89.0,29.0,1279.0,0.0,Philadelphia Toboggan Coaster,Great Escape,status.operating,53.3512165,-6.250814
Flashback,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Great Escape,status.operating,53.3512165,-6.250814
Canyon Blaster,Steel,Sit Down,72.0,17.0,610.0,0.0,Arrow,Great Escape,status.operating,53.3512165,-6.250814
Nightmare at Crack Axle Canyon,Wooden,Sit Down,50.0,14.0,538.0,0.0,Schwarzkopf,Great Escape,status.closed.definitely,53.3512165,-6.250814
Frankie's Mine Train,Steel,Sit Down,,3.0,85.0,0.0,Zamperla,Great Escape,status.operating,53.3512165,-6.250814
Steamin' Demon,Steel,Sit Down,70.0,21.0,488.0,3.0,Arrow,Great Escape,status.operating,53.3512165,-6.250814
X-Treme Racer,Steel,Sit Down,56.0,16.0,400.0,0.0,Mack,Legoland Billund,status.operating,55.73551089999999,9.1268046
Dragen,Steel,Sit Down,,,,0.0,Mack,Legoland Billund,status.operating,55.73551089999999,9.1268046
Timber Ride,Steel,Sit Down,26.0,3.0,60.0,0.0,Zierer,Legoland Billund,status.closed.definitely,55.73551089999999,9.1268046
Polar X-plorer,Steel,Sit Down,,,,0.0,Zierer,Legoland Billund,status.operating,55.73551089999999,9.1268046
Flyvende Ørn,Steel,Sit Down,46.0,11.0,280.0,0.0,Zierer,Legoland Billund,status.operating,55.73551089999999,9.1268046
Ultra Twister,Steel,Pipeline,71.0,29.0,426.0,3.0,Togo,Six Flags AstroWorld,status.closed.definitely,32.7550425,-97.07028179999999
Texas Tornado,Steel,Sit Down,87.0,35.0,1120.0,4.0,Schwarzkopf,Six Flags AstroWorld,status.closed.definitely,32.7550425,-97.07028179999999
Mayan Mindbender,Steel,Sit Down,,9.0,350.0,0.0,Vekoma,Six Flags AstroWorld,status.closed.definitely,32.7550425,-97.07028179999999
Serial Thriller,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Six Flags AstroWorld,status.closed.definitely,32.7550425,-97.07028179999999
Underground,Steel,Sit Down,,,300.0,0.0,CCI,Adventureland,status.operating,53.370362,-6.4401115
Dragon,Steel,Sit Down,,27.0,686.0,2.0,Hopkins,Adventureland,status.operating,53.370362,-6.4401115
Outlaw,Wooden,Sit Down,77.0,20.0,853.0,0.0,CCI,Adventureland,status.operating,53.370362,-6.4401115
Tornado,Steel,Sit Down,93.0,28.0,866.0,0.0,William J. Cobb,Adventureland,status.operating,53.370362,-6.4401115
Monster,Steel,Sit Down,105.0,41.0,762.0,5.0,Gerstlauer,Adventureland,status.operating,53.370362,-6.4401115
Phoenix,Steel,Spinning,65.0,15.0,,0.0,Maurer,Adventureland,status.operating,53.370362,-6.4401115
Forest Train,Steel,Sit Down,,,,0.0,Zamperla,Adventureland,status.operating,53.370362,-6.4401115
Kukulcan,Steel,Sit Down,,,,0.0,Zamperla,Adventureland,status.operating,53.370362,-6.4401115
Rocket Cycles,Steel,Motorbike,47.0,14.0,300.0,0.0,Zamperla,Adventureland,status.operating,53.370362,-6.4401115
Atlantis Adventure,Steel,Water Coaster,75.0,22.0,670.0,0.0,Intamin,Lotte World,status.operating,37.5111158,127.098167
Comet Express,Steel,Sit Down,,,,0.0,Intamin,Lotte World,status.operating,37.5111158,127.098167
French Revolution,Steel,Sit Down,,,,1.0,Vekoma,Lotte World,status.operating,37.5111158,127.098167
Chang,Steel,Stand Up,102.0,47.0,1267.0,5.0,B&M,Kentucky Kingdom,status.closed.definitely,38.1977163,-85.74489229999999
Greezed Lightnin,Steel,Sit Down,92.0,42.0,263.0,1.0,Schwarzkopf,Kentucky Kingdom,status.closed.definitely,38.1977163,-85.74489229999999
Road Runner Express,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Kentucky Kingdom,status.closed.definitely,38.1977163,-85.74489229999999
Roller Skater,Steel,Sit Down,36.0,9.0,207.0,0.0,Vekoma,Kentucky Kingdom,status.operating,38.1977163,-85.74489229999999
T3,Steel,Inverted,80.0,31.0,662.0,5.0,Vekoma,Kentucky Kingdom,status.operating,38.1977163,-85.74489229999999
Thunder Run,Wooden,Sit Down,85.0,27.0,869.0,0.0,Dinn Corp.,Kentucky Kingdom,status.operating,38.1977163,-85.74489229999999
Twisted Twins,Wooden,Sit Down,89.0,24.0,914.0,0.0,CCI,Kentucky Kingdom,status.retracked,38.1977163,-85.74489229999999
Storm Chaser,Steel,Sit Down,84.0,31.0,836.0,3.0,RMC,Kentucky Kingdom,status.operating,38.1977163,-85.74489229999999
Lightning Run,Steel,Sit Down,90.0,31.0,765.0,0.0,Chance Rides,Kentucky Kingdom,status.operating,38.1977163,-85.74489229999999
