name,material_type,seating_type,speed,height,length,num_inversions,manufacturer,park,status,lat,lng
X Speed,Steel,Sit Down,40.0,6.0,,0.0,Pinfari,Movieland Park,status.closed.definitely,45.47642099999999,10.72568
Bront'O'Ring,Steel,Sit Down,,2.0,,0.0,DAL,Movieland Park,status.operating,45.47642099999999,10.72568
Diabolik,Steel,Inverted,80.0,40.0,310.0,3.0,Vekoma,Movieland Park,status.operating,45.47642099999999,10.72568
Big Apple,Steel,Sit Down,,,,0.0,Pinfari,Southport Pleasureland,status.closed.definitely,53.64767939999999,-3.0174502
Cyclone,Steel,Sit Down,68.0,18.0,762.0,0.0,Charles Paige,Southport Pleasureland,status.closed.definitely,53.64767939999999,-3.0174502
King Solomon's Mines,Steel,Sit Down,,12.0,487.0,0.0,na,Southport Pleasureland,status.closed.definitely,53.64767939999999,-3.0174502
Traumatizer,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Southport Pleasureland,status.closed.definitely,53.64767939999999,-3.0174502
Wild Cat,Steel,Sit Down,46.0,13.0,335.0,0.0,Pinfari,Southport Pleasureland,status.closed.definitely,53.64767939999999,-3.0174502
Looping Star,Steel,Sit Down,77.0,25.0,592.0,1.0,Schwarzkopf,Southport Pleasureland,status.closed.definitely,53.64767939999999,-3.0174502
Circus Clown,Steel,Sit Down,,,,0.0,Pinfari,Southport Pleasureland,status.closed.definitely,53.64767939999999,-3.0174502
Indiana's Adventure - The Ride,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown,53.64767939999999,-3.0174502
Figure Eight,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown,53.64767939999999,-3.0174502
Go-Gator,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown,53.64767939999999,-3.0174502
Junior Cyclone,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown,53.64767939999999,-3.0174502
Switchback Railway,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown,53.64767939999999,-3.0174502
Crazy Chase,Steel,Sit Down,,,,0.0,na,Southport Pleasureland,status.unknown,53.64767939999999,-3.0174502
Caterpillar,na,Sit Down,,,,,na,Southport Pleasureland,status.operating,53.64767939999999,-3.0174502
Looping,na,Sit Down,,9.0,366.0,,Pinfari,Southport Pleasureland,status.operating,53.64767939999999,-3.0174502
Wildcat,na,Sit Down,,,,,Pinfari,Southport Pleasureland,status.closed.definitely,53.64767939999999,-3.0174502
Buffalo Mountain Coaster,Steel,Sit Down,,,,0.0,Zamperla,Drayton Manor,status.operating,52.6122525,-1.7137041
Shockwave,Steel,Stand Up,80.0,36.0,500.0,4.0,Intamin,Drayton Manor,status.operating,52.6122525,-1.7137041
Super Dragon Coaster,Steel,Sit Down,25.0,5.0,,0.0,Pinfari,Drayton Manor,status.closed.definitely,52.6122525,-1.7137041
G Force,Steel,Sit Down,70.0,25.0,385.0,3.0,Maurer,Drayton Manor,status.closed.temporarily,52.6122525,-1.7137041
Klondike Gold Mine,Steel,Sit Down,,11.0,365.0,1.0,Pinfari,Drayton Manor,status.closed.definitely,52.6122525,-1.7137041
Troublesome Trucks,Steel,Sit Down,,,,0.0,Gerstlauer,Drayton Manor,status.operating,52.6122525,-1.7137041
Ben 10 Ultimate Mission,Steel,Sit Down,55.0,20.0,180.0,0.0,Vekoma,Drayton Manor,status.operating,52.6122525,-1.7137041
Bullet,Steel,Sit Down,81.0,40.0,,1.0,Schwarzkopf,Flamingo Land Theme Park and Zoo,status.closed.definitely,54.2065121,-0.8095308
Corkscrew,Steel,Sit Down,64.0,23.0,725.0,2.0,Vekoma,Flamingo Land Theme Park and Zoo,status.closed.definitely,54.2065121,-0.8095308
Dino Roller,Steel,Sit Down,29.0,6.0,150.0,0.0,Cavazza Diego,Flamingo Land Theme Park and Zoo,status.operating,54.2065121,-0.8095308
Magnum Force,Steel,Sit Down,86.0,33.0,990.0,3.0,Schwarzkopf,Flamingo Land Theme Park and Zoo,status.closed.definitely,54.2065121,-0.8095308
Thunder Mountain,Steel,Sit Down,46.0,13.0,335.0,0.0,Pinfari,Flamingo Land Theme Park and Zoo,status.closed.definitely,54.2065121,-0.8095308
Wild Mouse,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Flamingo Land Theme Park and Zoo,status.closed.definitely,54.2065121,-0.8095308
Kumali,Steel,Inverted,88.0,38.0,671.0,4.0,Vekoma,Flamingo Land Theme Park and Zoo,status.operating,54.2065121,-0.8095308
Crazy Loop,Steel,Sit Down,,,,1.0,Pinfari,Flamingo Land Theme Park and Zoo,status.closed.definitely,54.2065121,-0.8095308
Flying Trapese,Steel,Sit Down,,7.0,,0.0,Zierer,Flamingo Land Theme Park and Zoo,status.closed.definitely,54.2065121,-0.8095308
Mumbo Jumbo,Steel,Sit Down,,30.0,,2.0,S&S,Flamingo Land Theme Park and Zoo,status.operating,54.2065121,-0.8095308
Velocity,Steel,Motorbike,84.0,17.0,643.0,0.0,Vekoma,Flamingo Land Theme Park and Zoo,status.operating,54.2065121,-0.8095308
Go Gator,Steel,Sit Down,,,,,Wisdom Rides ,Flamingo Land Theme Park and Zoo,status.operating,54.2065121,-0.8095308
Twistosaurus,Steel,Spinning,28.0,8.0,175.0,0.0,Zamperla,Flamingo Land Theme Park and Zoo,status.operating,54.2065121,-0.8095308
Runaway Mine Train,Steel,Sit Down,,4.0,80.0,0.0,Zamperla,Flamingo Land Theme Park and Zoo,status.operating,54.2065121,-0.8095308
Zooom!,Steel,Suspended,,,,0.0,Zamperla,Flamingo Land Theme Park and Zoo,status.operating,54.2065121,-0.8095308
Hero,Steel,Flying,42.0,15.0,320.0,2.0,Zamperla,Flamingo Land Theme Park and Zoo,status.operating,54.2065121,-0.8095308
Avalanche,Steel,Bobsleigh,50.0,20.0,455.0,0.0,Mack,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Big Apple,Steel,Sit Down,,,,0.0,Pinfari,Blackpool Pleasure Beach,status.closed.definitely,53.79233,-3.0552927
Revolution,Steel,Sit Down,72.0,17.0,193.0,1.0,Arrow,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Circus Clown,Steel,Sit Down,,,,0.0,Pinfari,Blackpool Pleasure Beach,status.closed.definitely,53.79233,-3.0552927
Big One,Steel,Sit Down,120.0,65.0,1675.0,0.0,Arrow,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Nickelodeon Streak,Wooden,Sit Down,60.0,19.0,700.0,0.0,Charles Paige,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Space Invader 2,Steel,Sit Down,45.0,11.0,,0.0,Zierer,Blackpool Pleasure Beach,status.closed.definitely,53.79233,-3.0552927
Steeplechase (Left),Steel,Sit Down,,,,0.0,Arrow,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Wild Mouse,Wooden,Sit Down,,,390.0,0.0,na,Blackpool Pleasure Beach,status.closed.definitely,53.79233,-3.0552927
Blue Flyer,Steel,Sit Down,,,700.0,0.0,Charles Paige,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Grand National (Left),Steel,Sit Down,64.0,19.0,1006.0,0.0,Charles Paige,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Big Dipper,Wooden,Sit Down,,18.0,1006.0,0.0,William Strickler,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Infusion,Steel,Inverted,80.0,34.0,689.0,5.0,Vekoma,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Cyclone,Steel,Sit Down,,,,0.0,Pinfari,Blackpool Pleasure Beach,status.closed.definitely,53.79233,-3.0552927
Steeplechase (Center),Steel,Sit Down,,,,0.0,Arrow,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Steeplechase (Right),Steel,Sit Down,,,,0.0,Arrow,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Grand National (Right),Wooden,Sit Down,,,,0.0,na,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Icon,Steel,Sit Down,80.0,27.0,1143.0,1.0,Mack,Blackpool Pleasure Beach,status.operating,53.79233,-3.0552927
Little Dipper,Steel,Sit Down,,3.0,,0.0,Pinfari,Lightwater Valley,status.operating,54.17815359999999,-1.5656206
Grizzly Bear,Steel,Sit Down,50.0,12.0,434.0,0.0,Pinfari,Lightwater Valley,status.closed.definitely,54.17815359999999,-1.5656206
Lady Bird,Steel,Sit Down,32.0,6.0,200.0,0.0,Zierer,Lightwater Valley,status.operating,54.17815359999999,-1.5656206
Raptor Attack,Steel,Sit Down,65.0,15.0,560.0,0.0,Schwarzkopf,Lightwater Valley,status.operating,54.17815359999999,-1.5656206
Twister,Steel,Sit Down,47.0,13.0,420.0,0.0,Reverchon,Lightwater Valley,status.operating,54.17815359999999,-1.5656206
Ultimate,Steel,Sit Down,80.0,48.0,2268.0,0.0,Big Country Mitioneering,Lightwater Valley,status.operating,54.17815359999999,-1.5656206
Soopa Loopa,Steel,Sit Down,,,,2.0,Soquet,Lightwater Valley,status.closed.definitely,54.17815359999999,-1.5656206
Caterpillar,Steel,Sit Down,,,,0.0,D.P.V. Rides,Lightwater Valley,status.closed.definitely,54.17815359999999,-1.5656206
Dragon,Steel,Sit Down,,,,0.0,WGH Transportation,Legoland Windsor,status.operating,51.4638257,-0.6500338
Dragon's Apprentice,Steel,Sit Down,,,,0.0,WGH Transportation,Legoland Windsor,status.operating,51.4638257,-0.6500338
Jungle Coaster,Steel,Sit Down,50.0,18.0,370.0,0.0,Mack,Legoland Windsor,status.closed.definitely,51.4638257,-0.6500338
Colossus,Steel,Sit Down,72.0,30.0,850.0,10.0,Intamin,Thorpe Park,status.operating,51.4051002,-0.5123911999999999
Nemesis Inferno,Steel,Inverted,77.0,29.0,750.0,4.0,B&M,Thorpe Park,status.operating,51.4051002,-0.5123911999999999
The Walking Dead - The Ride,Steel,Sit Down,45.0,13.0,400.0,0.0,Vekoma,Thorpe Park,status.operating,51.4051002,-0.5123911999999999
Stealth,Steel,Sit Down,135.0,63.0,400.0,0.0,Intamin,Thorpe Park,status.operating,51.4051002,-0.5123911999999999
Flying Fish,Steel,Sit Down,30.0,6.0,234.0,0.0,Mack,Thorpe Park,status.operating,51.4051002,-0.5123911999999999
Saw - The Ride,Steel,Sit Down,89.0,31.0,720.0,3.0,Gerstlauer,Thorpe Park,status.operating,51.4051002,-0.5123911999999999
The Swarm,Steel,Wing,,39.0,775.0,4.0,B&M,Thorpe Park,status.operating,51.4051002,-0.5123911999999999
Dragon's Fury,Steel,Spinning,,18.0,540.0,0.0,Maurer,Chessington World of Adventures,status.operating,51.3472173,-0.3192127
Rattlesnake,Steel,Sit Down,45.0,15.0,370.0,0.0,Maurer,Chessington World of Adventures,status.operating,51.3472173,-0.3192127
Scorpion Express,Steel,Sit Down,36.0,6.0,245.0,0.0,Mack,Chessington World of Adventures,status.operating,51.3472173,-0.3192127
Vampire,Steel,Suspended,74.0,17.0,716.0,0.0,Arrow,Chessington World of Adventures,status.operating,51.3472173,-0.3192127
Fantasy Mouse,Steel,Sit Down,47.0,13.0,420.0,0.0,Reverchon,Fantasy Island Ingoldmells,status.operating,53.1923981,0.3478341
Jellikins Coaster,Steel,Sit Down,,,,0.0,WGH Transportation,Fantasy Island Ingoldmells,status.operating,53.1923981,0.3478341
Jubilee Odyssey,Steel,Inverted,100.0,51.0,891.0,5.0,Vekoma,Fantasy Island Ingoldmells,status.operating,53.1923981,0.3478341
Millennium Roller Coaster,Steel,Sit Down,96.0,46.0,,3.0,Vekoma,Fantasy Island Ingoldmells,status.operating,53.1923981,0.3478341
Rhombus's Rocket,Steel,Sit Down,36.0,,,0.0,Mack,Fantasy Island Ingoldmells,status.operating,53.1923981,0.3478341
Strawberry Junior Coaster,Steel,Sit Down,26.0,3.0,,0.0,Pinfari,Fantasy Island Ingoldmells,status.operating,53.1923981,0.3478341
Fantasy Mouse,na,Sit Down,,,,,Reverchon,Fantasy Island Ingoldmells,status.closed.definitely,53.1923981,0.3478341
Kingda Ka,Steel,Sit Down,206.0,139.0,950.0,0.0,Intamin,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Bizarro,Steel,Floorless,98.0,43.0,1214.0,7.0,B&M,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Nitro,Steel,Sit Down,128.0,70.0,1644.0,0.0,B&M,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Great American Scream Machine,Steel,Sit Down,109.0,53.0,1158.0,7.0,Arrow,Six Flags Great Adventure,status.closed.definitely,40.1360605,-74.4361629
El Toro,Wooden,Sit Down,113.0,55.0,1341.0,0.0,Intamin,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Batman And Robin: The Chiller,Steel,Sit Down,113.0,61.0,347.0,5.0,Premier Rides,Six Flags Great Adventure,status.closed.definitely,40.1360605,-74.4361629
Batman The Ride,Steel,Inverted,81.0,32.0,821.0,5.0,B&M,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Harley Quinn Crazy Train,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Road Runner Railway,Steel,Sit Down,,3.0,85.0,0.0,Zamperla,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Rolling Thunder,Wooden,Sit Down,90.0,29.0,975.0,0.0,Don Rosser & Bill Cobb,Six Flags Great Adventure,status.closed.definitely,40.1360605,-74.4361629
Runaway Mine Train,Steel,Sit Down,61.0,,,0.0,Arrow,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Skull Mountain,Wooden,Sit Down,53.0,12.0,,0.0,Intamin,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Superman - Ultimate Flight,Steel,Flying,82.0,32.0,841.0,2.0,B&M,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Dark Knight,Steel,Sit Down,,,370.0,0.0,Mack,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Green Lantern,Steel,Stand Up,102.0,47.0,1267.0,5.0,B&M,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Joker,Steel,4th Dimension,61.0,37.0,311.0,0.0,S&S,Six Flags Great Adventure,status.operating,40.1360605,-74.4361629
Do-Dodonpa,Steel,Sit Down,172.0,52.0,1189.0,0.0,S&S,Fuji-Q Highland,status.operating,35.4869467,138.7805511
Fujiyama,Steel,Sit Down,130.0,79.0,2045.0,0.0,Togo,Fuji-Q Highland,status.operating,35.4869467,138.7805511
Voyage Dans Le Ciel,Steel,Suspended,50.0,23.0,480.0,0.0,Hoei Sangyo,Fuji-Q Highland,status.operating,35.4869467,138.7805511
Mad Mouse,Steel,Sit Down,31.0,11.0,343.0,0.0,Sansei Yusoki,Fuji-Q Highland,status.operating,35.4869467,138.7805511
Zola 7,Steel,Sit Down,,,,0.0,Togo,Fuji-Q Highland,status.closed.definitely,35.4869467,138.7805511
Rock 'N Roll Duncan,Steel,Sit Down,,3.0,,0.0,Sansei Yusoki,Fuji-Q Highland,status.operating,35.4869467,138.7805511
Eejanaika,Steel,4th Dimension,126.0,76.0,1153.0,2.0,S&S,Fuji-Q Highland,status.operating,35.4869467,138.7805511
Moonsault Scramble,Steel,Sit Down,,75.0,,4.0,Meisho Amusement Machines,Fuji-Q Highland,status.closed.definitely,35.4869467,138.7805511
Takabisha,Steel,Sit Down,100.0,43.0,1000.0,7.0,Gerstlauer,Fuji-Q Highland,status.operating,35.4869467,138.7805511
Boomerang,Steel,Sit Down,76.0,36.0,285.0,3.0,Vekoma,Bellewaerde,status.operating,50.847437,2.95
Keverbaan,Steel,Sit Down,36.0,8.0,360.0,0.0,Zierer,Bellewaerde,status.operating,50.847437,2.95
Huracan,Steel,Sit Down,50.0,15.0,500.0,0.0,Zierer,Bellewaerde,status.operating,50.847437,2.95
Dawson Duel (Right),na,Alpine,40.0,25.0,490.0,0.0,Wiegand,Bellewaerde,status.operating,50.847437,2.95
Dawson Duel (Left),na,Alpine,40.0,25.0,490.0,0.0,Wiegand,Bellewaerde,status.operating,50.847437,2.95
Unnamed family coaster,Steel,Sit Down,,17.0,,0.0,na,Bellewaerde,status.announced,50.847437,2.95
Hades 360,Hybrid,Sit Down,113.0,42.0,1441.0,0.0,Gravity Group,Mt. Olympus Water & Theme Park,status.operating,40.7304866,-111.979559
Cyclops,Steel,Sit Down,93.0,21.0,579.0,0.0,CCI,Mt. Olympus Water & Theme Park,status.operating,40.7304866,-111.979559
Little Titans,Steel,Sit Down,,,,0.0,Miler Coaster,Mt. Olympus Water & Theme Park,status.operating,40.7304866,-111.979559
Opa,Steel,Sit Down,47.0,13.0,,0.0,Zamperla,Mt. Olympus Water & Theme Park,status.closed.definitely,40.7304866,-111.979559
Pegasus,Steel,Sit Down,,18.0,,0.0,CCI,Mt. Olympus Water & Theme Park,status.operating,40.7304866,-111.979559
Zeus,Wooden,Sit Down,97.0,27.0,884.0,0.0,CCI,Mt. Olympus Water & Theme Park,status.operating,40.7304866,-111.979559
Dive to Atlantis,Steel,Water Coaster,,,,0.0,E&F Miler Industries,Mt. Olympus Water & Theme Park,status.closed.definitely,40.7304866,-111.979559
Top Thrill Dragster,Steel,Sit Down,192.0,128.0,853.0,0.0,Intamin,Cedar Point,status.operating,53.3064217,-6.364768700000001
Millennium Force,Steel,Sit Down,150.0,94.0,2010.0,0.0,Intamin,Cedar Point,status.operating,53.3064217,-6.364768700000001
Blue Streak,Wooden,Sit Down,64.0,24.0,780.0,0.0,Philadelphia Toboggan Coaster,Cedar Point,status.operating,53.3064217,-6.364768700000001
Rougarou,Steel,Floorless,97.0,44.0,1188.0,4.0,B&M,Cedar Point,status.operating,53.3064217,-6.364768700000001
Raptor,Steel,Inverted,92.0,42.0,1155.0,6.0,B&M,Cedar Point,status.operating,53.3064217,-6.364768700000001
Magnum XL 200,Steel,Sit Down,116.0,63.0,1556.0,0.0,Arrow,Cedar Point,status.operating,53.3064217,-6.364768700000001
Corkscrew,Steel,Sit Down,70.0,23.0,615.0,3.0,Arrow,Cedar Point,status.operating,53.3064217,-6.364768700000001
Cedar Creek Mine Ride,Hybrid,Sit Down,50.0,15.0,774.0,0.0,Arrow,Cedar Point,status.operating,53.3064217,-6.364768700000001
Disaster Transport,Steel,Bobsleigh,64.0,19.0,589.0,0.0,Intamin,Cedar Point,status.closed.definitely,53.3064217,-6.364768700000001
Gemini (Blue),Hybrid,Sit Down,96.0,38.0,1200.0,0.0,Arrow,Cedar Point,status.operating,53.3064217,-6.364768700000001
Iron Dragon,Steel,Suspended,64.0,23.0,860.0,0.0,Arrow,Cedar Point,status.operating,53.3064217,-6.364768700000001
Mean Streak,Wooden,Sit Down,100.0,49.0,1654.0,0.0,Dinn Corp.,Cedar Point,status.retracked,53.3064217,-6.364768700000001
Wicked Twister,Steel,Sit Down,116.0,63.0,,0.0,Intamin,Cedar Point,status.operating,53.3064217,-6.364768700000001
Wildcat,Steel,Sit Down,50.0,15.0,560.0,0.0,Schwarzkopf,Cedar Point,status.closed.definitely,53.3064217,-6.364768700000001
Woodstock Express,Steel,Sit Down,46.0,13.0,335.0,0.0,Vekoma,Cedar Point,status.operating,53.3064217,-6.364768700000001
Wilderness Run,Steel,Sit Down,10.0,6.0,135.0,0.0,Intamin,Cedar Point,status.operating,53.3064217,-6.364768700000001
Maverick,Steel,Sit Down,113.0,32.0,1356.0,2.0,Intamin,Cedar Point,status.operating,53.3064217,-6.364768700000001
GateKeeper,Steel,Wing,108.0,52.0,1269.0,6.0,B&M,Cedar Point,status.operating,53.3064217,-6.364768700000001
Steel Vengeance,Hybrid,Sit Down,119.0,62.0,1750.0,4.0,RMC,Cedar Point,status.operating,53.3064217,-6.364768700000001
Valravn,Steel,Floorless,120.0,68.0,1050.0,3.0,B&M,Cedar Point,status.operating,53.3064217,-6.364768700000001
Gemini (Red),Hybrid,Sit Down,96.0,38.0,1200.0,0.0,Arrow,Cedar Point,status.operating,53.3064217,-6.364768700000001
Mantis,Steel,Stand Up,97.0,44.0,1188.0,4.0,B&M,Cedar Point,status.closed.definitely,53.3064217,-6.364768700000001
SheiKra,Steel,Floorless,113.0,61.0,972.0,1.0,B&M,Busch Gardens Tampa,status.operating,28.037066,-82.4194607
Kumba,Steel,Sit Down,96.0,43.0,1210.0,7.0,B&M,Busch Gardens Tampa,status.operating,28.037066,-82.4194607
Montu,Steel,Inverted,96.0,46.0,1214.0,7.0,B&M,Busch Gardens Tampa,status.operating,28.037066,-82.4194607
Sand Serpent,Steel,Sit Down,45.0,14.0,370.0,0.0,Mack,Busch Gardens Tampa,status.operating,28.037066,-82.4194607
Gwazi - Lion,Wooden,Sit Down,80.0,32.0,1070.0,0.0,GCI,Busch Gardens Tampa,status.retracked,28.037066,-82.4194607
Python,Steel,Sit Down,80.0,21.0,381.0,2.0,Arrow,Busch Gardens Tampa,status.closed.definitely,28.037066,-82.4194607
Scorpion,Steel,Sit Down,80.0,20.0,552.0,1.0,Schwarzkopf,Busch Gardens Tampa,status.operating,28.037066,-82.4194607
Air Grover,Steel,Sit Down,,,,0.0,Zierer,Busch Gardens Tampa,status.operating,28.037066,-82.4194607
Gwazi - Tiger,Wooden,Sit Down,81.0,27.0,1036.0,0.0,GCI,Busch Gardens Tampa,status.retracked,28.037066,-82.4194607
Cobra's Curse,Steel,Spinning,65.0,21.0,640.0,0.0,Mack,Busch Gardens Tampa,status.operating,28.037066,-82.4194607
Tigris,Steel,Sit Down,100.0,46.0,260.0,1.0,Premier Rides,Busch Gardens Tampa,status.operating,28.037066,-82.4194607
RMC Gwazi,Hybrid,Sit Down,,65.0,,0.0,RMC,Busch Gardens Tampa,status.construction,28.037066,-82.4194607
X2,Steel,4th Dimension,122.0,53.0,1100.0,6.0,Arrow,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Flash Back,Steel,Sit Down,56.0,26.0,579.0,0.0,Intamin,Six Flags Magic Mountain,status.closed.definitely,34.4253305,-118.5972191
Déjà Vu,Steel,Sit Down,106.0,58.0,367.0,3.0,Vekoma,Six Flags Magic Mountain,status.relocated,34.4253305,-118.5972191
Viper,Steel,Sit Down,112.0,57.0,1167.0,7.0,Arrow,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Superman : Escape from Krypton,Steel,Sit Down,160.0,126.0,376.0,0.0,Intamin,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Riddler's Revenge,Steel,Stand Up,105.0,47.0,1332.0,6.0,B&M,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Goliath,Steel,Sit Down,137.0,71.0,1370.0,0.0,Giovanola,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Batman the Ride,Steel,Inverted,80.0,32.0,823.0,5.0,B&M,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Canyon Blaster,Steel,Sit Down,26.0,4.0,152.0,0.0,Miler Coaster,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Gold Rusher,Steel,Sit Down,56.0,21.0,790.0,0.0,Arrow,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Magic Flyer,Steel,Sit Down,16.0,6.0,105.0,0.0,Bradley & Kaye,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Ninja,Steel,Suspended,88.0,18.0,825.0,0.0,Arrow,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Tatsu,Steel,Flying,100.0,52.0,1097.0,4.0,B&M,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
New Revolution,Steel,Sit Down,89.0,34.0,1054.0,1.0,Schwarzkopf,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Scream!,Steel,Floorless,101.0,46.0,1215.0,7.0,B&M,Six Flags Magic Mountain,status.operating,34.4253305,-118.5972191
Psyclone,Wooden,Sit Down,81.0,29.0,,0.0,Dinn Corp.,Six Flags Magic Mountain,status.closed.definitely,34.4253305,-118.5972191
Colossus,Wooden,Sit Down,100.0,38.0,1318.0,0.0,International Amusement Devices,Six Flags Magic Mountain,status.retracked,34.4253305,-118.5972191
Apocalypse,Wooden,Sit Down,89.0,31.0,869.0,0.0,GCI,Six Flags Magic Mountain,status.closed.temporarily,34.4253305,-118.5972191
